,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,vleAvBef,vleSumNorm,avAssNorm,times,distance,res
694,0,1,157568,0,9,0,8,0,0,60,0,3.955665025,0.055040835,0.8,85,241,1
695,5,1,157647,1,7,2,0,0,0,150,0,1.907692308,0.008441425,0,5,55,0
696,1,3,157752,0,10,0,0,0,0,120,0,2.892561983,0.023951685,0.466666667,27,196,0
697,3,1,158611,1,1,1,7,0,1,60,0,2.457943925,0.036030471,0.5475,68,234,1
698,4,2,158831,1,3,0,3,0,0,60,0,3.090047393,0.044677785,0.786666667,64,208,1
699,4,3,159287,1,6,1,2,0,0,90,0,3.804066543,0.141170819,0.843333333,122,237,1
700,1,2,159293,1,7,0,1,0,0,120,0,2.100371747,0.038707021,0.88,109,234,1
701,6,1,159484,0,11,0,5,0,0,30,0,1.933333333,0.001921625,0.5,7,184,0
702,5,3,159906,1,1,2,6,1,0,60,0,3.564356436,0.049344589,0.803333333,39,237,1
703,3,0,159925,0,3,0,7,0,2,70,0,2.521106259,0.118797612,0.71375,160,240,1
704,5,3,159947,1,10,1,9,1,0,120,0,3.179856115,0.090934047,0.736666667,97,262,0
705,3,0,160005,0,6,1,9,1,0,60,0,2.594013096,0.190240889,0.94125,186,240,1
706,1,3,160026,0,11,0,1,0,2,60,0,1.808510638,0.005764875,0.766666667,12,226,1
707,5,2,160262,1,0,2,8,0,0,150,0,3.581395349,0.021069247,0,9,20,0
708,2,2,160300,1,0,0,9,1,0,60,0,2.899082569,0.08667902,0.595,132,236,1
709,5,1,160310,0,6,2,3,1,1,60,0,3.718019257,0.185436827,0.543333333,142,263,0
710,5,2,160472,1,1,2,5,0,0,60,0,4.024390244,0.101846133,0.75125,44,185,0
711,2,3,160536,0,8,2,2,0,0,180,1,2.594059406,0.017912292,0.916,140,235,1
712,4,1,160536,0,8,2,2,0,0,180,1,2.770034843,0.054491799,0,140,235,1
713,5,1,160946,1,8,1,8,0,0,60,0,2.700636943,0.029030266,0.8025,41,260,1
714,1,1,161491,0,6,0,2,0,0,120,0,3.459770115,0.041246311,0.841666667,57,245,1
715,1,0,161678,0,5,2,0,0,1,60,0,1.958333333,0.006382541,0.4,15,39,0
716,4,3,161781,1,6,0,5,0,0,90,0,2.595238095,0.037334431,0.6875,36,107,0
717,4,3,162210,1,5,2,6,1,0,90,0,3.982843137,0.111454258,0.923333333,150,267,1
718,3,1,162337,0,11,2,2,0,0,120,0,3.359307359,0.053187839,0.6,40,54,0
719,3,3,162337,0,11,2,2,0,1,120,0,3.453125,0.030265596,0,40,54,0
720,5,1,162809,1,12,0,6,0,0,60,0,3.41875,0.11255233,0.8075,121,261,1
721,3,0,163067,0,7,2,3,0,0,60,0,2.272131148,0.047491593,0.755,110,228,1
722,5,1,163120,1,6,0,5,1,0,60,0,3.863713799,0.155583007,0.81,160,268,1
723,5,2,163332,1,3,1,9,1,0,60,0,2.615384615,0.044266008,0.5375,28,154,0
724,3,3,163996,1,7,2,9,0,0,90,0,2.364,0.040491387,0.5625,77,239,0
725,6,2,164211,0,0,0,6,1,0,30,0,2.580952381,0.018529957,0.825,33,219,1
726,0,1,164259,1,6,0,6,0,0,60,0,2.141509434,0.01551026,0.726666667,51,263,1
727,3,1,164935,1,5,1,4,0,0,60,0,1.851851852,0.017088738,0.8475,68,234,1
728,0,3,164944,0,0,0,3,0,0,60,1,2.646017699,0.061492005,0.626666667,121,269,1
729,2,3,164968,1,6,1,8,0,0,90,0,3.428571429,0.05428591,0.818571429,128,264,0
730,4,1,164968,1,6,1,8,0,0,45,0,4.135802469,0.045913115,0,128,264,1
731,1,3,165099,0,1,2,1,0,0,180,0,2.179310345,0.021618283,0.37,30,201,0
732,0,3,165226,0,10,0,2,0,0,60,0,4.871559633,0.072815867,0.77,22,93,0
733,4,2,165376,0,3,0,5,0,0,120,0,5.274509804,0.036854025,0.92,34,210,1
734,3,0,165421,1,2,1,4,1,0,60,0,2.843621399,0.047354334,0.61625,64,227,0
735,4,1,165509,1,12,0,0,0,0,90,0,3.324561404,0.025941939,0.723333333,41,234,1
736,5,0,165617,1,3,1,4,0,1,120,0,4.953781513,0.16175966,0.496666667,100,231,0
737,2,3,165647,0,6,0,2,0,1,90,0,1.1,0.000686295,0.484444444,53,241,0
738,5,0,165806,0,3,0,2,0,0,60,0,3.077669903,0.043442454,0.653333333,46,222,0
739,1,2,165904,0,8,0,2,0,1,120,0,2.224242424,0.050305401,0.938571429,95,234,1
740,5,3,166123,1,0,2,8,0,0,60,0,4.752136752,0.114405326,0.778333333,93,240,1
741,2,2,166160,0,8,1,7,0,0,30,0,7.541884817,0.197652872,1,71,230,1
742,6,1,166183,0,0,2,2,0,0,30,1,2.75,0.002196143,0.8,9,219,0
743,5,0,166421,1,8,2,4,0,0,60,0,4.956369983,0.194839064,0.86875,74,240,1
744,3,0,166713,1,4,2,2,0,0,60,0,2.858490566,0.103905017,0.87625,130,240,1
745,3,0,166988,0,3,1,6,0,0,90,0,1.897280967,0.043030677,0.80875,80,226,1
746,5,2,167106,1,0,2,2,1,2,60,0,2.80669145,0.05174662,0.54,115,236,1
747,3,0,167717,1,3,0,3,0,0,60,0,2.403361345,0.019559399,0.462857143,19,114,0
748,4,2,167791,1,5,0,1,1,0,60,0,3.573604061,0.048246517,0,120,223,1
749,0,1,167906,0,12,0,3,1,0,60,0,3.117056856,0.063894036,0.666666667,97,258,1
750,0,3,167961,1,9,1,6,2,0,60,0,3.62,0.111728776,0.693333333,114,250,1
751,2,2,168178,1,3,0,3,1,0,30,1,3.657894737,0.057168348,0.55,63,240,1
752,5,1,168229,1,5,0,6,1,0,90,0,4.306122449,0.289547732,0.9275,173,263,1
753,0,1,168936,0,11,2,9,1,0,60,0,2.549382716,0.028275341,0.723333333,42,257,1
754,1,3,169008,1,2,2,9,1,0,60,0,4.594202899,0.021686912,0.743333333,40,229,1
755,3,1,169079,1,11,0,2,0,0,120,0,2.813596491,0.08798298,0.943333333,157,246,1
756,2,2,169380,1,1,0,4,1,0,60,0,2.537444934,0.039461945,0.87,71,236,1
757,1,3,169400,0,10,1,8,0,0,120,0,2.979591837,0.029991078,0.906666667,61,240,1
758,5,0,169490,1,3,2,3,0,0,60,0,4.759708738,0.13451376,0.746666667,80,197,0
759,5,0,169555,1,6,0,2,0,0,60,0,2.256198347,0.018667216,0,26,136,0
760,3,1,169700,1,5,3,0,1,0,60,0,1.777777778,0.002127514,0,3,6,0
761,5,0,169858,1,7,0,4,0,2,90,0,2.103896104,0.033285293,0.7425,51,222,1
762,3,3,169894,1,9,1,1,0,3,60,0,2.894366197,0.028138082,0.89125,58,257,1
763,5,1,169908,1,12,0,4,0,0,60,0,3.047393365,0.044060119,0.71,36,89,0
764,3,0,170025,0,0,1,8,0,0,60,0,1.747081712,0.030746002,0.642,56,236,1
765,2,3,170030,1,10,1,1,0,0,60,0,1.897959184,0.019078993,0.912857143,142,267,1
766,5,1,170030,1,10,1,1,0,1,60,0,2.373801917,0.050923066,0,142,267,1
767,5,0,170165,1,0,0,5,0,0,270,0,3.909090909,0.112071924,0.7075,100,235,1
768,2,2,170864,1,6,1,8,1,0,60,1,2.941478439,0.196554801,0.93,198,240,1
769,5,3,170874,1,4,0,1,0,0,60,0,3.414457831,0.097179329,0.668333333,88,264,1
770,5,1,170943,1,3,0,5,0,1,150,0,3.176090468,0.134856908,0.81875,95,267,1
771,5,1,171692,0,10,0,0,0,0,90,0,3.482084691,0.073296273,0.451428571,97,137,0
772,1,2,171751,0,9,0,2,1,0,60,0,2.348484848,0.010568938,0.834285714,42,203,1
773,4,3,171843,1,1,2,2,0,0,90,0,4.746376812,0.044883673,0.793333333,44,254,1
774,3,0,171896,0,7,0,3,0,0,60,0,2.746240602,0.100199025,0.61,145,227,1
775,1,2,172137,0,10,0,8,1,0,60,0,3.675062972,0.100061767,0.814285714,106,229,1
776,5,3,172493,1,4,0,2,0,0,90,0,4.388655462,0.143298332,0.803333333,116,262,1
777,0,1,172797,0,2,0,2,1,0,60,0,3.572289157,0.040628646,0.603333333,84,268,1
778,2,2,172965,1,6,4,5,1,0,150,0,3.196202532,0.034589253,0.9275,117,231,1
779,3,3,172965,1,6,4,5,1,2,60,0,2.016447368,0.042001235,0,117,231,1
780,3,1,173004,0,2,1,5,0,1,90,0,1.636363636,0.001166701,0.627857143,111,260,0
781,1,0,173335,0,5,2,3,0,1,60,0,2.122699387,0.023677167,0.801428571,49,233,0
782,4,3,173341,1,6,1,4,1,0,60,0,2.742857143,0.0065198,0.58,9,39,0
783,3,1,173370,1,8,2,8,0,0,60,0,2.5625,0.050579919,0.645,116,234,1
784,4,1,173834,0,11,1,8,1,0,30,0,4.074270557,0.105346236,0.923333333,118,260,1
785,4,1,174010,1,1,2,9,0,0,30,0,3.950471698,0.114885732,0.85,67,124,0
786,0,3,174024,1,4,0,9,1,0,60,0,4.886363636,0.044197378,0.566666667,36,257,1
787,0,3,174094,0,7,2,2,1,0,60,1,4.086294416,0.165671539,0.74,206,264,1
788,1,1,174222,0,9,2,7,0,0,60,0,3.040697674,0.035824583,0.737142857,41,235,1
789,1,1,174440,0,10,2,6,0,0,60,0,2.635135135,0.013314117,0.585,17,221,0
790,0,3,174745,0,1,0,6,1,0,60,0,5.099526066,0.07377668,0.633333333,42,254,1
791,0,1,174782,1,0,1,8,2,0,60,0,4.024149286,0.251527006,0.796666667,241,268,1
792,0,3,175447,1,3,0,4,1,0,60,0,3.162820513,0.169240272,0.693333333,154,243,1
793,5,1,175453,1,6,1,2,0,0,60,0,4.1,0.06464896,0.734285714,61,226,1
794,2,2,175490,0,8,1,3,0,0,60,0,2.989626556,0.098826436,0.8975,108,231,1
795,2,3,175638,1,5,2,0,0,0,90,0,1.976190476,0.005627616,0.53,32,222,0
796,0,1,175932,1,5,1,6,1,0,60,0,5.183333333,0.106650196,0.756666667,93,253,1
797,4,3,175940,1,3,0,3,0,0,60,0,3.03649635,0.02848123,0.88,68,243,1
798,4,1,176086,1,10,2,1,0,0,30,0,4.922222222,0.030334226,0.68,10,36,0
799,3,0,176092,0,9,0,7,1,0,70,0,2.60952381,0.056344794,0.80125,105,235,1
800,3,0,177333,0,6,2,2,0,0,120,0,1.983914209,0.050717178,0.67625,108,231,1
801,3,1,177354,0,10,2,7,0,1,90,0,2.969512195,0.033353922,0.9325,68,260,1
802,4,3,177472,0,0,2,3,0,0,30,0,4.692307692,0.037608949,0.97,18,51,0
803,5,3,177492,1,11,1,9,0,0,60,0,3.784962406,0.172671745,0.93,125,262,1
804,1,3,177554,0,8,0,3,0,0,60,0,3.326530612,0.022304578,0.813333333,14,52,0
805,3,3,177781,1,6,1,9,1,0,60,0,2.771186441,0.022373207,0.833333333,23,143,0
806,2,2,177967,1,6,0,0,0,0,30,0,1.984063745,0.034108846,0.58,69,241,1
807,3,0,177981,0,6,1,3,0,1,60,0,2.5075,0.068766728,0.84375,97,239,1
808,3,1,178020,0,3,3,1,0,0,120,0,1.749340369,0.045432709,0.6875,68,260,1
809,2,3,178072,1,7,0,0,0,1,150,0,1.72,0.002882438,0.552857143,60,262,1
810,5,1,178118,1,8,0,3,0,0,120,0,4.619909502,0.070002059,0.708,39,206,0
811,5,2,178179,1,3,2,2,0,0,150,0,3.042606516,0.083247546,0.73,94,228,1
812,2,2,178496,1,4,1,5,0,0,30,0,2.567567568,0.01297097,0.8075,34,226,1
813,1,1,178738,0,0,1,6,0,1,60,0,2.775862069,0.010980715,0.68,14,108,0
814,1,1,178963,1,9,0,6,0,0,120,1,1.939393939,0.004323657,0.838,12,257,1
815,5,2,179081,1,8,1,1,0,0,120,0,5.362804878,0.120650607,0.66125,59,226,0
816,1,3,179297,0,1,2,9,1,1,60,0,3.857142857,0.007343353,1,3,8,0
817,3,1,179718,0,7,1,1,1,2,150,1,2.655052265,0.052227026,0.73,76,234,0
818,2,2,179904,1,5,0,6,0,0,90,0,1.7,0.001098072,0.616666667,28,122,0
819,3,1,179904,1,5,0,6,0,0,90,0,1.873111782,0.042481642,0,28,122,0
820,3,1,180651,1,12,2,6,0,0,60,0,1.696969697,0.030677373,0.9125,77,234,1
821,3,0,180667,1,5,0,5,1,0,60,0,1.977040816,0.106307048,0.92875,84,240,1
822,0,1,180753,1,9,0,2,0,0,120,0,2.554414784,0.085306431,0.546666667,153,263,1
823,3,0,180958,1,6,0,9,0,1,150,1,2.610648918,0.107611008,0.64125,184,235,1
824,5,1,180974,1,9,0,3,1,1,60,0,4.64921466,0.182760277,0.755454545,188,265,1
825,2,2,180976,1,4,2,3,1,0,30,0,4.260027663,0.211310137,0.865,134,239,1
826,5,0,181508,1,2,1,8,0,0,60,0,4.760700389,0.167867682,0.861666667,94,222,1
827,2,3,181861,0,7,2,8,1,0,60,0,4,0.07377668,0.895,72,241,1
828,5,0,181992,1,5,2,3,0,0,120,0,2.835051546,0.037677579,0.61,48,222,1
829,5,0,182468,1,11,0,3,0,0,90,0,3.919889503,0.097316588,0.6575,82,222,0
830,1,0,182824,0,0,2,0,1,2,120,0,2.394366197,0.01159838,0.808571429,18,209,1
831,0,3,183057,1,10,2,8,0,0,60,0,3.605714286,0.043236566,0.67,57,249,1
832,3,2,183331,1,2,2,0,0,0,90,0,2.736842105,0.074874751,0.4625,81,229,0
833,5,2,183429,0,12,0,0,0,0,60,0,3.405555556,0.042001235,0.676666667,45,227,0
834,3,0,183714,1,9,2,3,0,0,60,1,2.414634146,0.142612038,0.8975,211,240,1
835,1,0,183806,0,9,0,7,1,1,225,1,4.027027027,0.010157161,0.95,7,66,0
836,0,1,183947,1,3,0,9,0,0,180,0,2.462311558,0.033559811,0.493333333,58,253,1
837,3,1,184025,0,4,2,1,1,0,120,0,2.604651163,0.007617871,0,7,24,0
838,5,0,184129,1,10,0,8,0,1,180,0,2.176470588,0.012627822,0,12,127,0
839,6,2,184137,0,8,0,4,0,0,30,0,1.785714286,0.003362844,0.715,16,217,1
840,0,1,184271,1,9,1,7,1,0,170,0,2.818181818,0.063756777,0.64,139,263,1
841,1,3,184583,0,10,2,3,0,3,60,0,3.897435897,0.01036305,0,8,19,0
842,5,3,184720,1,10,2,9,0,3,60,0,3.426136364,0.041314941,0.7125,50,135,0
843,1,3,184972,0,6,2,8,0,0,60,0,3.493333333,0.053874134,0.863333333,73,236,1
844,1,2,185021,0,0,2,7,0,1,60,0,2.025641026,0.005353099,0.686666667,10,224,1
845,4,2,185057,1,2,1,2,0,0,30,0,4.605488851,0.184201496,0.6325,147,236,1
846,2,3,185127,1,3,0,1,0,0,60,0,3.630434783,0.022853613,0.7325,73,237,1
847,3,1,185127,1,3,0,1,0,1,60,0,1.715328467,0.016059296,0,73,237,1
848,1,0,185349,0,6,2,2,1,2,60,0,5.686495177,0.242673804,0.851428571,173,240,1
849,0,3,185350,1,12,2,9,1,0,60,0,3.119402985,0.01427493,0.623333333,26,241,0
850,0,1,185439,1,3,1,9,0,0,120,0,4.313131313,0.029236154,0.74,12,39,0
851,5,0,185496,1,10,2,0,0,2,120,0,4.034591195,0.08798298,0.8,75,233,0
852,5,3,185994,1,0,0,1,0,0,60,0,3.805615551,0.120856496,0.90375,115,261,1
853,0,1,186149,1,6,1,2,1,0,60,0,3.989583333,0.105071718,0.813333333,100,267,1
854,4,2,186476,1,5,0,8,0,0,30,0,4,0.043305195,0.81,68,231,1
855,1,2,186565,0,1,0,9,0,1,120,0,3.359116022,0.041658088,0.686666667,34,164,0
856,1,0,186670,0,12,1,3,1,1,60,0,2.50617284,0.013863153,0.668,21,226,0
857,1,0,186988,0,12,2,0,0,2,60,0,3.009259259,0.022235948,0.678,20,187,0
858,0,1,187100,1,7,0,4,1,0,60,0,4.757961783,0.358794867,0.886666667,222,265,1
859,5,1,187199,1,4,2,1,0,0,60,0,3.727272727,0.059021344,0.787142857,57,260,1
860,2,2,187435,0,8,2,4,1,0,90,0,3.318021201,0.064374442,0.9675,66,228,1
861,1,2,187601,0,9,0,7,1,0,135,0,5.101123596,0.093404708,0.852857143,79,224,1
862,3,2,187663,1,4,1,9,0,0,60,0,3.369565217,0.031844074,0.5075,45,240,1
863,1,0,187793,0,5,2,9,1,1,120,1,4.587765957,0.118317205,0.681428571,150,240,0
864,1,1,188026,0,10,1,8,0,1,120,0,2.073170732,0.02326539,0.938333333,51,215,0
865,4,2,188260,1,10,0,3,0,0,120,0,3.315384615,0.029510672,0.826666667,59,240,1
866,2,3,188273,0,0,0,9,0,0,60,0,3.443661972,0.033491181,0.828571429,85,241,1
867,0,3,188278,1,12,0,6,1,1,60,0,2.83933518,0.140621783,0.7275,161,266,1
868,2,3,188662,1,6,1,7,0,0,60,0,3.028571429,0.029030266,0.926666667,100,235,1
869,1,3,188766,0,2,0,0,1,0,120,0,2.817073171,0.015784778,0.646666667,35,245,1
870,3,1,188875,1,12,1,9,1,0,60,0,2.114583333,0.013863153,0.58,9,45,0
871,1,2,189035,0,1,2,5,0,0,60,0,2.521035599,0.053393727,0.825,103,234,1
872,1,1,189095,0,6,2,4,0,1,60,0,3.103092784,0.061903781,0.795,33,156,0
873,4,3,189117,1,11,2,6,1,0,30,0,3.678321678,0.036030471,0.876666667,48,259,1
874,3,3,189143,0,7,1,8,1,0,120,0,2.459302326,0.028961636,0.7875,76,240,1
875,3,2,189178,1,7,0,3,0,0,60,0,4.314189189,0.175211036,0.8,141,239,0
876,2,2,189428,0,8,2,7,0,0,30,1,3.862745098,0.026971382,0.845,42,239,1
877,2,2,189624,1,11,0,5,0,0,150,0,3.489655172,0.069384394,0.60375,185,254,1
878,3,1,189624,1,11,0,5,0,0,150,0,3.136554622,0.102395168,0,185,254,1
879,4,1,189629,0,11,0,1,0,0,30,1,3.829090909,0.072198202,0.745,53,234,1
880,6,1,189664,0,11,2,0,1,0,30,1,2.608247423,0.017294626,0.775,50,250,1
881,5,0,189720,1,2,2,1,0,1,120,0,2.900662252,0.029991078,0.5025,28,131,0
882,3,3,190279,0,6,4,5,1,3,60,0,7.963735267,0.602772631,0.8775,245,260,1
883,5,2,190418,1,0,0,3,0,0,120,0,6.039716312,0.292155652,0.905714286,138,227,1
884,1,2,190565,0,10,2,1,1,0,60,1,2.444444444,0.010500309,0.858333333,36,223,1
885,4,3,190780,1,6,1,5,0,0,120,0,3.384615385,0.078443484,0.823333333,106,267,1
886,5,1,190910,1,5,0,2,0,0,120,0,2.178571429,0.020863359,0.73,24,101,0
887,4,3,191000,1,6,4,7,0,1,30,0,1,0,0.826666667,50,153,0
888,3,0,191195,0,6,2,9,0,0,120,1,1.607142857,0.030814632,0.63,69,221,0
889,1,1,191269,0,0,2,2,1,0,60,0,2.173134328,0.049893624,0.677142857,70,255,1
890,3,1,191445,1,8,2,4,0,0,60,0,2.096774194,0.049001441,0.6925,79,261,0
891,1,3,191459,0,6,0,5,0,1,60,1,3.245283019,0.035344177,0.453333333,51,219,0
892,5,2,191590,1,3,2,9,1,0,90,0,4.447368421,0.069521653,0.834,70,227,1
893,1,3,191746,0,10,2,3,0,2,90,0,5.146341463,0.014412189,0.656666667,19,208,0
894,2,2,191797,0,5,0,7,0,0,30,0,2.602409639,0.014755336,0.845,47,229,1
895,1,3,191973,0,10,1,5,1,0,60,0,2.021276596,0.00645117,0.345,16,237,1
896,0,1,192183,0,9,2,8,0,0,60,0,3.542986425,0.10740512,0.696666667,171,242,1
897,3,2,192186,1,11,0,1,0,0,120,0,1.917570499,0.060599822,0.675,78,229,1
898,3,0,192196,1,3,2,3,1,0,60,0,2.242857143,0.032255851,0.71625,46,223,1
899,1,0,192424,1,10,0,6,1,0,120,0,2.860169492,0.046256262,0.871428571,50,237,1
900,5,1,192680,1,9,2,2,0,0,90,0,3.961876833,0.185368197,0.86625,142,265,1
901,1,3,192944,0,1,2,3,1,0,60,0,2.837438424,0.039461945,0.5,73,245,1
902,2,2,193163,1,6,1,6,1,0,90,0,3.829015544,0.050648548,0.843333333,42,214,0
903,4,2,193163,1,6,1,6,1,0,90,0,3.830188679,0.0556585,0,42,214,0
904,5,0,193193,1,11,0,8,0,0,150,0,3.877637131,0.063001853,0.74,48,239,0
905,1,1,193215,0,7,0,2,0,0,120,0,2.495934959,0.021000618,0.746666667,25,68,0
906,1,0,193822,0,10,2,9,1,0,60,1,3.846153846,0.109738522,0.845714286,106,227,1
907,5,3,194163,1,12,2,9,0,0,90,0,3.339181287,0.117493652,0.8775,183,244,1
908,1,1,195096,0,10,0,9,0,0,60,0,1.95505618,0.011872898,0.75,34,264,1
909,1,3,195221,0,10,0,4,0,1,60,0,3.321428571,0.006313911,0.5,6,16,0
910,4,1,195234,1,6,2,8,0,0,30,0,5.074285714,0.060874339,0.56,32,220,0
911,5,3,195246,1,11,2,9,0,0,60,0,2.741554054,0.111317,0.614285714,101,262,0
912,4,3,195252,0,0,0,0,0,0,50,0,4.802197802,0.029922449,0.745,17,95,0
913,1,3,195345,0,0,2,8,0,1,60,0,4.954022989,0.059089973,0.656666667,48,245,1
914,5,2,195515,0,3,0,5,0,0,120,0,2.395061728,0.026559605,0.8075,50,241,1
915,5,3,195552,1,12,0,1,0,1,120,0,5.972176759,0.250360305,0.957142857,128,266,1
916,4,3,195897,1,7,2,5,0,0,60,0,4.191304348,0.066090179,0.965,54,268,1
917,1,1,195938,0,11,0,3,0,1,60,0,2.619469027,0.020245694,0.867142857,40,220,1
918,1,3,195940,0,10,2,1,0,0,60,0,1.912,0.016333814,0.613333333,24,236,1
919,4,3,196132,1,11,2,6,1,0,60,0,4.401574803,0.076659117,0.82,107,263,1
920,2,3,196189,0,6,1,2,0,0,60,0,3.684210526,0.033559811,0.826666667,80,268,1
921,1,1,197240,0,12,0,2,0,1,150,0,2.414414414,0.018324068,0.873333333,34,242,1
922,1,1,197412,0,5,0,9,0,0,60,0,3.62406015,0.033010775,0.862,46,249,1
923,4,1,197486,1,10,1,5,0,0,60,0,4.010781671,0.102052021,0.703333333,114,253,1
924,1,3,197527,0,10,2,6,0,0,60,0,3.117021277,0.020039805,0.78,16,92,0
925,4,2,197730,1,6,1,8,1,1,100,0,3.774011299,0.045775856,0.833333333,67,228,1
926,6,3,198167,0,0,0,1,1,0,30,0,4.227564103,0.090453641,0.766666667,94,253,1
927,6,2,198315,0,8,0,8,1,1,60,1,1.666666667,0.000274518,0,2,2,0
928,5,1,198691,1,11,2,2,0,0,60,0,2.885416667,0.018941734,0.14,16,49,0
929,4,2,198902,1,3,2,0,0,0,60,0,3.202380952,0.018392698,0,38,167,0
930,1,0,198956,1,12,2,4,1,0,60,0,4.113888889,0.203211859,0.918333333,114,220,1
931,5,3,199009,1,6,2,6,0,0,90,0,4.4,0.110150299,0.86,106,260,1
932,1,1,199029,0,8,3,8,0,0,60,0,3.02,0.02065747,0.93,47,267,1
933,5,0,199244,0,8,0,1,1,0,60,0,4.387096774,0.149269096,0.7625,104,221,1
934,2,3,199361,1,5,2,3,0,0,60,0,3.821917808,0.057374236,0.91,171,266,0
935,5,1,199361,1,5,2,3,0,0,60,0,4.035714286,0.162789102,0,171,266,1
936,5,0,199446,1,0,1,8,0,0,60,0,5.121527778,0.101159838,0.91625,62,233,1
937,1,0,199520,0,6,1,3,0,0,60,0,2.71641791,0.062384188,0.792857143,115,230,1
938,2,3,199760,1,6,1,9,0,0,60,0,3.708333333,0.036579507,0.56,31,255,0
939,0,3,199897,1,1,1,9,1,0,60,0,3.524421594,0.094022373,0.81,134,264,1
940,4,1,200095,1,0,1,7,1,0,30,0,5.645021645,0.268409855,0.923333333,175,268,1
941,3,0,200588,1,3,0,1,0,1,150,0,2.827868852,0.023608538,0.173333333,25,205,0
942,5,0,200773,1,4,2,6,0,0,150,0,2.698924731,0.051609361,0.5,65,233,0
943,0,1,200860,1,3,2,4,1,0,60,0,1.994818653,0.026353716,0.62,76,252,1
944,1,0,200905,0,3,1,0,0,1,60,0,3.174377224,0.122366344,0.681428571,80,231,0
945,3,2,201151,0,9,0,0,0,0,60,1,1.708215297,0.041314941,0.8375,100,233,1
946,2,2,201327,1,5,1,8,1,0,30,0,4.589285714,0.070482465,0.276666667,45,212,0
947,2,3,201425,1,7,0,5,0,0,60,0,2.645631068,0.037334431,0.82,65,243,1
948,5,0,202487,1,10,0,8,1,0,90,0,3.884773663,0.129503809,0.8925,95,228,1
949,3,0,202506,1,6,1,1,0,1,150,0,1.671428571,0.007961018,0.6,15,197,0
950,4,3,202606,1,2,1,8,0,0,60,0,3.690526316,0.120238831,0.98,145,268,1
951,4,1,202677,1,3,2,9,1,0,60,0,4.780068729,0.095394963,0.676666667,117,263,1
952,5,1,202713,0,3,2,1,0,1,60,1,7.37254902,0.025736051,0.69,10,39,0
953,1,1,202879,0,0,2,2,0,1,60,0,1.828125,0.007961018,0.64,11,29,0
954,3,3,203149,1,7,2,1,1,0,60,0,2.076923077,0.020314323,0.5925,29,146,0
955,1,1,203640,1,12,2,6,0,0,60,0,2.020833333,0.006588429,0.781428571,25,243,1
956,1,0,203652,0,0,0,1,0,0,180,1,1.272727273,0.001852996,0,5,43,0
957,5,0,203707,1,0,0,2,0,0,60,0,4.549514563,0.160730218,0.7,93,221,0
958,3,1,204182,1,9,0,8,0,1,60,0,2.542857143,0.030471484,0.5425,95,237,1
959,3,3,204410,0,9,2,8,0,0,120,0,2.439481268,0.116121062,0.8775,214,257,1
960,3,1,204505,1,5,1,3,0,0,60,0,29.03422053,0.523986,0.72,94,256,1
961,3,3,204609,1,5,1,0,1,1,60,0,2.64902507,0.065197996,0.8325,118,238,1
962,2,2,204725,1,8,0,8,0,0,30,0,3.332480818,0.089355569,0.7625,136,240,1
963,6,1,204745,0,5,0,2,1,0,60,0,3.539215686,0.024706609,0.825,20,121,0
964,3,0,204996,1,3,1,3,0,0,120,0,2.508038585,0.053462357,0.95875,77,227,1
965,2,2,205398,1,3,0,1,1,0,60,0,6.717821782,0.093061561,0.74,26,94,0
966,4,1,205425,1,0,0,4,0,0,60,0,3.577702703,0.072609979,0,147,257,1
967,3,1,205442,1,2,1,2,1,0,60,0,1.877729258,0.029442042,0.8825,81,258,1
968,0,1,205719,1,0,0,3,0,0,90,1,3.210526316,0.020863359,0.566666667,32,215,0
969,2,2,206245,1,5,1,0,1,0,40,0,3.099547511,0.093953744,0.8975,95,231,1
970,5,1,206342,1,8,0,7,1,1,60,0,2.6875,0.017637774,0.59,12,49,0
971,2,2,206599,1,9,0,8,0,0,90,0,3.431818182,0.05174662,0.758,125,262,0
972,1,0,226374,1,10,0,6,1,0,60,0,2.462184874,0.020039805,0.82,57,227,0
973,1,0,226827,0,7,0,3,0,0,60,0,2.263852243,0.058815455,0.871428571,132,240,1
974,1,3,226839,0,8,0,8,0,0,60,0,3.395061728,0.037677579,0.843333333,64,255,1
975,6,3,226879,0,6,1,7,1,0,30,0,3.324074074,0.02456935,0.916666667,52,250,1
976,6,3,226890,1,9,0,9,0,0,30,0,2.210526316,0.002813808,0.8,16,233,1
977,5,3,226955,1,1,0,3,0,0,60,0,4.857894737,0.126621371,0.836666667,39,147,0
978,2,2,227192,1,3,2,5,0,0,60,0,3.754448399,0.072335461,0.768571429,126,262,1
979,4,1,227192,1,3,2,5,0,0,60,0,5.197452229,0.111934665,0,126,262,1
980,5,1,227254,1,10,2,9,0,0,120,0,2,0.001578478,0,3,18,0
981,5,2,227297,1,3,2,6,0,0,60,0,3.511006289,0.153180976,0.751428571,119,241,1
982,5,0,227401,1,4,2,9,0,0,90,0,3.378896882,0.096630293,0.705,78,163,0
983,0,1,227499,0,3,0,9,1,0,60,0,3.767148014,0.143161073,0.836666667,154,243,1
984,0,1,227517,1,2,1,3,0,0,180,0,3.479865772,0.07110013,0.653333333,66,262,0
985,0,3,228021,1,6,0,3,1,0,60,0,3.287277702,0.164847986,0.833333333,178,266,1
