,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,vleAvBef,vleSumNorm,avAssNorm,times,distance,max_dist,res
606,6,3,348837,0,0,0,5,0,0,30,0,2.289940828,0.026490975,0.75,58,228,22,1
607,2,3,348855,1,6,4,1,1,0,60,0,3.934731935,0.115777915,0.868333333,206,241,18,1
608,2,2,349069,1,9,2,0,0,0,60,0,2.757575758,0.006176652,0.4,4,17,12,0
609,2,3,349093,1,5,1,8,1,0,60,0,3.870870871,0.088394757,1,98,239,13,1
610,3,1,349182,1,11,0,1,0,2,120,0,2.925925926,0.005353099,0,10,234,154,0
611,6,1,349360,0,3,0,4,1,0,30,0,3.630434783,0.022853613,0.7625,60,255,22,1
612,5,3,349515,1,8,2,2,0,0,60,0,3.286153846,0.073227644,0.765,55,241,50,1
613,1,1,349554,0,6,1,7,1,0,60,0,2.525821596,0.036854025,0.797142857,88,241,16,1
614,5,1,349676,1,8,2,4,0,0,60,0,5.271880819,0.388511427,0.78875,233,268,8,1
615,3,3,349688,1,4,0,3,0,0,60,0,3.275434243,0.09052227,0.815,112,259,20,1
616,3,3,349910,1,0,0,3,0,0,60,1,2.116666667,0.017363256,0.7175,45,240,16,1
617,4,2,350690,0,7,2,1,0,0,150,0,2.87012987,0.030265596,0.835,95,102,5,0
618,6,3,350944,1,5,2,9,0,0,30,1,2.709090909,0.010157161,0.5,43,252,33,0
619,5,3,351147,1,6,1,3,0,0,60,0,3.21,0.110081669,0.852,126,267,12,1
620,5,1,351170,1,2,2,8,0,0,120,0,3.083333333,0.025324274,0.57,29,238,40,1
621,5,1,351505,1,7,0,6,0,0,90,0,3.435643564,0.047560222,0.85,49,268,48,1
622,1,2,352009,1,11,1,0,1,0,60,0,1.230769231,0.001029442,0,3,4,4,0
623,3,1,352051,0,5,2,1,1,1,60,0,2,0.000205888,0.72,14,221,110,1
624,1,0,353093,0,10,2,6,1,0,60,0,3.85625,0.169308901,0.907142857,178,239,11,1
625,1,0,353352,0,6,2,0,1,0,120,0,2.833333333,0.005764875,0.82,11,45,7,0
626,4,2,353368,1,5,0,9,0,1,60,0,3.46875,0.030402855,0.803333333,15,118,43,0
627,0,3,353665,1,8,0,6,1,0,60,0,2.218181818,0.016676961,0.63,39,246,49,1
628,1,0,354058,0,5,2,0,0,0,60,0,6.56,0.078718002,0.763333333,45,160,38,0
629,0,3,354170,0,10,0,0,0,0,60,0,3.267281106,0.048589664,0.626666667,66,266,28,0
630,5,1,354550,1,10,2,0,0,0,60,0,3.496402878,0.033285293,0.615,38,234,50,0
631,5,3,354698,1,4,2,2,1,2,90,0,4.99137931,0.039667833,0.744,32,248,45,1
632,1,2,355147,0,7,0,6,1,1,120,0,2.205,0.030196967,0.848571429,85,217,8,1
633,2,3,355935,0,12,0,5,0,0,60,0,3.418604651,0.020108435,0.79625,126,235,22,1
634,0,3,356170,1,5,1,2,0,0,60,0,3.299145299,0.026422346,0.693333333,42,262,36,1
635,3,2,356297,1,10,2,0,1,0,60,0,2.406069364,0.114199437,0,187,241,15,1
636,5,1,356397,1,7,2,4,0,2,90,0,4.135483871,0.04392286,0.65,7,18,6,0
637,4,3,356735,1,6,0,7,0,0,30,1,4.573696145,0.138357011,0.933333333,140,266,12,1
638,5,3,357851,1,0,2,4,0,2,120,1,3.636363636,0.002676549,0.84125,60,149,25,0
639,3,0,358075,0,9,0,7,0,0,60,0,2.501385042,0.061903781,0,117,235,86,1
640,0,3,358182,1,8,2,7,0,0,120,0,3.012345679,0.066913733,0.753333333,115,268,18,1
641,6,3,358341,0,10,0,5,1,0,30,0,3.011111111,0.018529957,0.516666667,35,192,28,1
642,2,2,359114,0,12,0,0,0,0,60,1,4.072368421,0.042413012,0.825,61,228,27,1
643,5,0,359156,1,0,0,8,0,0,120,1,3.819724284,0.24713472,0.897777778,164,238,15,1
644,5,0,359417,1,5,2,8,0,0,60,0,4.237322515,0.143298332,0.605,113,240,21,0
645,2,3,359958,1,11,0,5,2,0,60,0,4.754475703,0.127513554,0.9725,103,253,16,1
646,4,3,360266,0,4,1,7,1,0,60,0,3.644017725,0.169240272,0.98,165,269,9,1
647,3,3,361842,1,11,2,5,0,1,60,0,1.5,0.000137259,0,2,0,0,0
648,3,2,362115,1,8,0,8,1,2,120,0,2.417910448,0.011049345,0.47,16,68,20,0
649,2,2,362223,0,8,0,5,0,0,60,0,2.933673469,0.039393315,0.833333333,72,241,16,1
650,3,0,362374,0,0,1,7,0,1,150,0,4.17721519,0.158465445,0.8625,155,239,20,1
651,2,3,362548,1,12,2,9,0,0,30,0,5.288770053,0.135680461,0.345,105,243,21,0
652,5,2,362661,1,5,0,2,0,0,90,0,2.647058824,0.04007961,0.775,59,228,29,1
653,1,0,363401,1,0,2,3,1,1,120,0,2.488372093,0.007274724,0.624,15,186,35,0
654,4,1,363939,1,11,2,2,0,0,60,0,3.811111111,0.070551095,0,130,267,27,1
655,5,3,364066,1,3,2,2,0,2,150,0,3.063505504,0.248232791,0.896,218,268,7,1
656,0,1,364177,1,0,2,6,1,0,60,0,3.275862069,0.032530369,0.68,59,212,31,0
657,3,1,364239,1,1,2,3,0,0,120,0,2.411764706,0.070276577,0.8375,154,260,14,1
658,3,1,364770,1,5,2,9,0,1,60,0,2.107648725,0.050991696,0.873333333,87,250,18,1
659,5,1,364790,0,5,0,5,0,0,90,0,5.66552901,0.227781209,0.9075,118,257,21,1
660,1,1,364871,0,9,0,4,0,0,60,0,2.777070064,0.029853819,0.702857143,65,268,18,1
661,5,1,364974,1,4,2,3,1,1,180,0,5.158388004,0.377667971,0.61,266,268,2,1
662,1,3,365111,0,6,1,2,0,2,120,1,2.858974359,0.015235742,0.66125,37,201,106,0
663,4,1,365222,1,3,1,7,0,0,60,0,3.818181818,0.02587331,0.823333333,41,232,38,1
664,4,1,365405,1,6,0,4,1,0,30,0,1.8,0.000549036,0,2,4,4,0
665,1,0,365439,0,7,1,5,0,0,120,0,2.217741935,0.018804475,0.823333333,21,114,23,0
666,2,3,365661,0,10,0,0,1,0,30,0,3.329949239,0.044952303,0.7725,75,244,26,1
667,3,0,365782,1,3,0,5,1,0,90,0,2.64993395,0.137602086,0.815,216,240,4,1
668,2,2,365993,1,9,0,7,0,0,90,0,1.964912281,0.007617871,0.663333333,12,195,45,0
669,3,1,366987,1,12,0,1,0,0,60,0,1.93129771,0.017294626,0.8225,55,255,24,1
670,2,3,367352,1,5,1,2,0,0,60,0,2.590909091,0.023402649,0.6575,50,240,46,0
671,1,1,367433,0,4,2,3,0,0,60,0,2.185185185,0.016127925,0.856,22,242,41,1
672,3,2,367646,0,3,0,9,0,0,120,0,1.97979798,0.040285499,0.885,131,235,11,1
673,1,1,368077,0,10,2,1,0,1,60,0,3.113580247,0.086473132,0.808571429,108,255,17,1
674,0,1,368194,0,9,0,4,0,0,120,1,2.638095238,0.018941734,0.536666667,29,242,35,1
675,4,2,368306,1,1,0,6,0,0,130,0,2.446511628,0.036030471,0.63,69,229,21,1
676,5,1,368315,1,3,2,2,0,0,120,1,8.273869347,0.903918743,0.922222222,203,266,17,1
677,2,3,368436,1,1,2,2,1,0,30,0,3.628528975,0.167524535,0.825,217,261,53,1
678,5,2,368675,1,8,2,6,1,0,60,0,4.696551724,0.233614714,0.684285714,127,227,7,1
679,3,0,368749,0,10,1,1,0,1,60,0,2.326185102,0.141376707,0.625,172,236,6,0
680,6,1,368969,0,9,2,7,1,0,30,0,2.846153846,0.002470661,0,14,222,85,1
681,4,1,369119,1,11,2,0,0,0,90,0,4.213483146,0.077139524,0.62,64,204,30,0
682,2,3,369208,1,1,2,9,0,0,60,0,2.906976744,0.008510054,0.701428571,62,236,40,0
683,3,1,369319,1,0,2,7,0,0,60,0,2.577903683,0.062384188,0.6875,77,234,26,1
684,5,3,369450,1,7,2,3,1,0,60,0,4.079514825,0.207672775,0.734285714,164,255,8,1
685,2,3,369610,1,7,1,8,1,0,90,0,3.094736842,0.040285499,0.8925,85,254,15,1
686,5,0,369811,1,4,1,3,0,1,150,0,2.985815603,0.115503397,0.7275,137,227,6,1
687,2,3,370512,1,9,0,6,1,0,30,0,3.053613054,0.089835976,0.74,151,268,19,1
688,5,2,371168,1,5,0,2,0,0,60,0,3.327647477,0.321254547,0.92,233,241,3,1
689,2,2,371526,1,3,0,7,0,0,150,0,2.940677966,0.023745796,0.7425,82,239,15,1
690,1,1,371530,0,9,0,6,0,1,120,0,2.324324324,0.005833505,0.844285714,12,176,41,1
691,0,3,371710,1,6,1,9,0,0,60,0,5.279166667,0.173838446,0.853333333,123,248,15,1
692,3,3,371949,1,11,2,1,0,0,60,1,1.5,0.000137259,0,1,0,0,0
693,1,3,372602,0,8,0,8,0,0,120,0,1.777777778,0.003225585,0.493333333,13,206,43,1
694,3,0,373126,1,4,2,9,0,0,60,0,2.708092486,0.064237183,0.5725,59,218,27,0
695,1,1,373807,0,0,2,1,0,1,60,0,4.599576271,0.148925949,0.905,79,114,8,0
696,1,0,374102,0,1,2,0,0,0,60,1,1.954198473,0.017500515,0.753333333,34,226,33,0
697,3,1,374636,1,2,0,4,0,0,120,0,2.347058824,0.027314529,0.8325,45,255,26,1
698,3,2,374645,0,9,0,3,1,0,160,0,1.637755102,0.02196143,0.6775,66,228,16,1
699,5,3,375527,1,8,0,2,0,0,120,0,3.2,0.02848123,0.6725,40,269,33,1
700,1,2,375711,0,10,0,3,0,0,60,0,1.666666667,0.001647107,0.74,5,21,7,0
701,3,2,375856,1,0,0,2,0,0,150,0,2.128099174,0.035275547,0.74,70,241,21,1
702,0,1,376439,1,4,1,1,0,0,60,0,3.238693467,0.088394757,0.84,147,249,13,1
703,1,0,377759,0,3,0,1,1,1,120,1,6.072429907,0.356667353,0.8425,214,240,7,1
704,1,0,377846,1,0,2,0,1,0,150,0,5.418679549,0.230869535,0.734285714,198,236,9,1
705,1,0,378543,1,7,1,8,0,0,120,0,2.635294118,0.030677373,0.855714286,38,194,27,1
706,3,2,378728,1,8,0,6,0,0,60,0,2.106157113,0.068011804,0.785,101,229,10,1
707,1,1,379210,1,3,0,0,0,0,60,0,2.070707071,0.014000412,0.803333333,28,178,29,0
708,2,3,379265,1,11,0,2,1,0,60,0,3.454166667,0.056825201,0.6725,44,247,43,0
709,6,2,380238,0,8,2,7,0,0,30,1,3.125,0.001647107,0.66,9,123,42,1
710,5,1,380435,0,1,1,2,0,0,120,0,3.657894737,0.181181799,0.871666667,191,267,16,1
711,2,2,381240,1,0,0,3,0,0,30,0,3.205357143,0.02456935,0.645,26,200,101,0
712,1,1,381541,0,12,2,0,0,0,120,0,2.908794788,0.061217487,0.844285714,113,261,13,1
713,3,0,381646,1,5,2,1,1,2,120,0,2.505785124,0.103973646,0.672857143,183,239,16,1
714,2,2,381927,0,5,0,3,0,0,30,0,3.106145251,0.038089356,0.97,70,238,20,1
715,3,0,382339,1,11,2,1,1,1,120,1,1,0,0.685,1,0,0,0
716,1,1,382575,1,0,0,2,0,0,60,0,2.822115385,0.040216869,0.685,50,185,19,0
717,3,1,382742,1,5,0,0,0,0,60,0,2.847058824,0.016539702,0.445,37,205,46,0
718,5,2,382857,1,9,2,1,0,2,180,0,2.356060606,0.021275136,0.68,23,152,25,0
719,3,0,382947,0,2,1,5,0,0,60,0,3.5,0.030677373,0,15,25,5,0
720,1,1,383303,0,3,0,1,1,1,60,0,2.744897959,0.018392698,0.853333333,19,232,42,0
721,2,2,383311,1,4,0,5,0,0,60,0,3.333333333,0.004049139,0,3,18,14,0
722,5,1,383517,0,7,0,8,0,0,120,0,3.57699115,0.138631528,0.78125,142,242,7,1
723,5,0,383541,1,0,2,1,1,0,60,0,4.791436464,0.238007,0.77,98,221,11,1
724,3,0,383643,0,3,0,1,1,0,60,0,1.428571429,0.000617665,0,2,5,5,0
725,5,0,383946,1,1,2,8,0,1,60,0,3.386861314,0.063619518,0.683333333,62,189,28,0
726,5,1,384227,1,3,2,3,0,0,120,0,3.697885196,0.083933841,0.77625,64,236,25,1
727,3,2,384372,0,9,2,0,1,2,60,1,3.348214286,0.051403473,0.38,32,71,9,0
728,4,1,384797,1,5,0,0,0,0,60,0,3.124610592,0.068766728,0.806666667,97,248,13,1
729,1,2,384884,0,8,2,5,0,0,120,1,3.381578947,0.052844692,0.811666667,82,234,15,1
730,1,1,385040,0,11,0,3,0,0,120,1,2.090909091,0.004666804,0.745,7,49,16,0
731,5,1,385195,1,12,2,0,0,0,60,0,4.510688836,0.130258733,0.84,65,236,37,1
732,3,1,385218,1,10,0,8,0,0,120,0,3.21559633,0.048040629,0.6375,50,141,13,0
733,1,3,385341,0,5,0,0,0,0,60,0,3.0625,0.010019903,0.395,6,131,72,0
734,5,1,385547,1,5,2,1,0,0,180,0,5.277602524,0.114748473,0.72,79,254,19,1
735,6,3,386180,0,0,2,3,0,0,30,0,2.424,0.0207261,0.7,49,229,19,1
736,3,0,386880,1,5,1,4,0,0,60,0,1.87745098,0.078786631,0.9525,145,234,11,1
737,3,2,387289,1,0,2,2,0,2,120,0,2.75,0.020314323,0.358,72,90,77,0
738,6,2,387294,0,4,2,5,1,0,30,0,3.323170732,0.074737492,0.7,127,231,10,1
739,0,3,388147,0,9,0,9,1,0,300,0,2.94,0.030196967,0.4,27,108,13,0
740,1,0,388205,0,3,0,9,0,0,120,0,2.376344086,0.015098483,0.622,38,212,23,0
741,5,0,388323,1,9,2,1,1,1,60,0,1.3,0.000823554,0,2,2,2,0
742,1,0,388484,0,6,2,0,0,0,60,0,2.36,0.012078787,0.66,11,32,6,0
743,1,1,388549,0,10,0,0,0,2,60,0,2.866666667,0.011735639,0.775,9,45,17,0
744,0,1,388722,0,3,2,7,1,0,60,0,3.079136691,0.029304783,0.63,51,248,27,1
745,5,1,388754,1,3,2,9,0,0,120,0,3.841409692,0.179466063,0.838,108,259,17,1
746,4,1,388912,1,6,0,7,1,0,60,0,5.886792453,0.021343765,0.83,8,23,7,0
747,1,2,389249,0,10,0,2,0,0,60,0,2.852631579,0.018529957,0.823333333,48,228,20,1
748,4,2,389267,1,5,0,2,0,0,30,0,3.874141876,0.116121062,0.913333333,112,236,18,1
749,1,0,389369,1,10,0,9,0,0,120,0,3.027667984,0.052501544,0.828333333,87,240,11,1
750,1,1,389471,0,1,2,9,0,2,60,1,2.152317881,0.022235948,0.664285714,38,203,42,0
751,3,1,389639,1,6,1,6,1,0,60,0,2.642201835,0.039461945,0.8625,74,249,9,1
752,5,3,390070,1,4,0,2,1,0,60,0,3.376623377,0.053462357,0.903333333,53,221,32,0
753,1,0,390442,0,8,0,8,0,0,60,1,1.860869565,0.014618077,0.841666667,58,221,19,1
754,3,3,390556,1,3,4,9,1,1,60,0,1.333333333,0.000205888,0.735,50,240,161,1
755,3,0,390942,1,8,0,8,0,1,60,0,2.094339623,0.007549242,0,3,14,13,0
756,1,1,390958,0,10,0,4,0,0,60,0,2.444444444,0.012010157,0.781428571,43,247,32,1
757,3,0,391185,1,3,1,0,0,0,120,0,2.613372093,0.061629264,0.84625,88,234,12,1
758,5,0,391613,1,9,0,4,0,1,120,0,4.322751323,0.056001647,0.9025,55,223,33,1
759,1,0,392213,0,0,2,7,0,1,120,0,2.502487562,0.034451994,0.712857143,58,239,19,1
760,2,3,392890,1,11,0,5,0,0,60,0,2.459183673,0.033010775,0.70125,125,261,52,0
761,3,1,392890,1,11,0,5,0,0,60,0,1.957142857,0.03754032,0,125,261,52,1
762,1,2,393131,0,6,2,3,0,0,60,0,2.018181818,0.007549242,0.8675,11,69,25,0
763,3,0,393150,1,4,0,9,0,1,60,0,2.142857143,0.000960813,0,4,29,14,0
764,1,1,393327,0,1,0,8,0,3,60,1,2.71957672,0.035206918,0.814285714,71,242,14,1
765,6,1,393451,0,0,2,4,1,0,30,0,4.789473684,0.012421934,0,9,105,21,0
766,6,2,393682,0,3,0,0,0,0,30,0,1.8,0.000549036,0.62,8,190,116,0
767,5,0,393918,1,1,2,3,0,1,120,0,4.04797048,0.150504427,0.81375,99,222,14,0
768,1,2,394067,0,11,2,6,0,0,90,0,1.956521739,0.012284675,0.898571429,54,232,19,1
769,3,0,394979,1,5,1,6,0,0,60,0,2.01891253,0.058540937,0.8325,83,232,9,1
770,1,1,395073,0,11,2,0,0,1,60,1,1.836734694,0.006108023,0.746,20,216,41,0
771,1,3,395320,0,8,1,3,1,1,60,0,3.857142857,0.048109258,0.463333333,40,240,21,1
772,1,2,395374,0,3,1,2,0,0,120,0,2.095541401,0.022510466,0.825714286,94,229,9,1
773,1,3,395822,0,9,0,3,0,0,60,0,3.835777126,0.089698717,0.726666667,101,262,22,1
774,1,1,396114,0,10,0,2,0,0,120,0,3.188764045,0.097316588,0.874285714,113,254,14,1
775,3,1,396292,1,10,1,3,0,0,60,0,1.939655172,0.061697893,0.81,157,260,12,1
776,5,1,396502,1,7,0,5,0,1,60,0,2.4625,0.013451376,0.523333333,20,226,56,1
777,4,1,396631,1,3,0,1,0,0,60,0,3.625490196,0.12682726,0.77,150,259,39,1
778,3,1,396668,1,7,0,1,0,0,60,0,2.086419753,0.034726512,0.7375,73,257,17,1
779,4,3,396674,1,11,0,6,0,0,60,0,2.729508197,0.045638597,0.98,101,255,21,1
780,5,3,396834,1,7,0,4,0,0,240,0,3.285067873,0.049756365,0.822,74,267,18,1
781,4,1,397149,1,8,2,9,0,0,90,0,3.509090909,0.052913321,0.6,69,248,22,1
782,3,0,397405,1,11,1,1,0,0,60,0,2.279373368,0.059844897,0.72875,81,234,19,1
783,4,3,398019,1,12,0,7,1,1,30,0,3.144638404,0.086473132,0.823333333,62,186,25,0
784,0,3,398171,0,9,0,6,0,0,120,0,3.09009009,0.070551095,0.7,120,268,15,1
785,3,0,398199,1,5,1,5,0,0,60,0,2.562011173,0.157298744,0.641428571,165,234,5,0
786,4,3,398413,1,10,0,3,1,0,60,0,4.076566125,0.120513348,0.763333333,96,264,13,1
787,1,3,398442,1,6,0,6,0,0,120,0,3.182389937,0.034657882,0.79,69,236,37,1
788,5,3,398550,1,11,0,2,0,2,90,0,3.395465995,0.092443895,0.945555556,94,239,21,1
789,4,1,398877,1,3,2,1,0,0,90,0,4.111498258,0.080914145,0.766666667,84,263,29,1
790,1,1,398956,0,10,2,7,0,0,120,0,1.666666667,0.003019697,0.5825,13,218,59,0
791,3,1,399935,1,5,2,4,0,0,70,0,1.546712803,0.030608743,0.525,59,243,73,0
792,5,0,400010,1,8,2,0,0,1,360,0,2.962121212,0.026765493,0.63,18,46,16,0
793,5,1,400145,1,6,0,7,0,1,90,0,4,0.051266214,0.88,43,218,30,1
794,5,2,400252,1,5,2,0,0,1,210,0,6.808080808,0.138700158,0.682,123,241,9,1
795,5,1,400266,1,3,0,1,0,3,90,0,4.672176309,0.116326951,0.725,80,258,23,1
796,1,3,400549,0,10,0,0,0,0,120,0,5.278846154,0.075286528,0.576666667,45,248,21,1
797,2,2,401296,0,0,0,1,1,0,60,0,3.912280702,0.045844486,0.838571429,156,228,36,1
798,4,1,401296,0,0,0,1,1,0,60,0,3.282828283,0.089149681,0,156,228,36,1
799,1,3,401317,0,6,0,1,0,2,60,0,3.063559322,0.049550477,0.346666667,47,237,19,1
800,1,0,401339,0,3,0,2,0,0,120,0,3.041575492,0.095326333,0.928571429,210,240,3,1
801,0,3,401404,1,11,0,8,0,0,180,0,3.509174312,0.052432915,0.723333333,114,263,16,1
802,1,2,401441,0,8,2,6,1,1,60,0,4.055555556,0.019971176,0.843333333,14,60,15,0
803,0,1,401869,0,7,2,7,0,0,60,0,2.992031873,0.051472102,0.606666667,87,253,30,1
804,1,3,402180,0,12,2,0,0,0,60,0,3.312217195,0.050168142,0.863333333,50,233,23,1
805,4,3,402295,1,1,2,4,0,0,60,0,3.566308244,0.136504015,0.925,128,240,15,1
806,0,1,402470,1,9,2,4,1,0,60,0,4.539568345,0.086541761,0.78,78,263,28,1
807,5,2,402502,1,11,0,6,0,0,60,0,4.291275168,0.219339785,0.93,145,241,8,1
808,5,0,402531,1,9,2,4,1,1,120,0,4.953608247,0.065884291,0.52,15,44,10,0
809,3,1,403052,0,12,1,1,0,0,150,0,2.145896657,0.048383776,0.407777778,52,209,71,0
810,1,0,403093,0,0,2,3,0,0,60,1,2.761904762,0.007892389,0.598,25,233,26,1
811,0,3,404356,0,7,0,8,0,0,60,0,3.484293194,0.091277194,0.74,87,241,14,1
812,5,1,404631,0,10,2,4,1,0,60,0,4.953307393,0.349392629,0.876666667,169,267,11,1
813,1,1,404708,0,12,0,3,1,0,60,0,3.734439834,0.061697893,0.808571429,94,268,26,1
814,2,3,404863,0,6,1,2,0,0,60,0,3.792682927,0.021275136,0.78,25,101,18,0
815,0,1,405088,1,4,0,1,0,0,120,0,3.218181818,0.048521035,0.76,80,268,20,1
816,4,3,405125,1,11,0,1,0,0,90,0,3.882352941,0.067874545,0.855,107,257,17,1
817,3,0,405426,1,6,0,3,0,0,60,0,2.074324324,0.021000618,0.65875,39,172,30,0
818,1,0,405471,1,7,2,6,0,1,120,0,2.611111111,0.038638391,0.875714286,84,229,21,1
819,5,2,405775,1,12,0,3,0,0,60,1,2.530973451,0.039187427,0.783333333,76,234,23,1
820,1,3,406000,0,7,2,5,1,1,60,0,2.608433735,0.029647931,0.716666667,63,247,15,1
821,3,0,406056,0,8,0,4,0,0,60,0,2.006289308,0.043716972,0.775,99,239,22,1
822,3,1,406224,1,0,0,8,0,0,120,0,1.632653061,0.010912086,0.6075,58,259,24,1
823,5,1,406254,1,1,2,2,0,0,60,0,3.399224806,0.060119415,0.6325,56,247,21,1
824,1,0,406311,1,6,3,2,1,0,60,0,2.6,0.016882849,0.622857143,28,200,24,0
825,2,2,406846,1,9,2,3,0,0,30,0,3.836734694,0.012833711,0.39,5,39,21,0
826,1,2,406974,1,11,0,9,0,2,240,0,1.655462185,0.013451376,0.908,72,136,35,0
827,5,3,407232,1,2,0,2,0,0,180,0,5.655926352,0.337245213,0.855,155,265,13,1
828,3,2,407303,1,6,0,8,0,0,120,0,3.078947368,0.032049962,0.67,38,221,24,1
829,3,3,407487,0,9,0,4,0,1,120,0,2.069767442,0.012147416,0.7475,20,194,49,0
830,5,2,407500,1,0,0,7,0,1,60,0,3.365344468,0.110562075,0.816666667,94,237,20,1
831,4,1,407876,0,0,0,4,0,0,60,0,3.104166667,0.010157161,0.49,15,242,134,0
832,5,0,408372,1,0,2,8,0,2,60,0,1.93814433,0.012833711,0.55,57,222,25,1
833,2,2,408413,1,10,0,2,0,0,60,0,3.481818182,0.052501544,0.455,30,176,76,0
834,4,3,408763,1,5,0,2,0,0,60,0,3.379310345,0.060462563,0.905,83,261,19,1
835,5,1,409040,1,0,2,1,0,1,90,0,3.493975904,0.039736463,0.625,42,251,25,1
836,3,0,409109,0,3,2,4,0,2,150,0,2.327659574,0.03747169,0.692857143,83,239,13,1
837,3,3,409205,1,1,0,1,0,0,90,0,1.605,0.02196143,0.675,85,262,18,1
838,5,2,409651,1,9,0,7,0,0,120,0,5.036363636,0.094983186,0.8675,80,237,13,1
839,0,3,409703,1,0,0,2,0,0,120,0,4.157107232,0.114336696,0.633333333,137,261,15,1
840,2,3,409733,1,6,0,2,0,0,60,0,3.161184211,0.065884291,0.845,93,255,17,1
841,3,1,409880,0,8,0,1,1,1,60,0,2.075471698,0.082973029,0.754,111,250,12,1
842,1,1,409945,0,10,0,7,0,0,180,0,1.99122807,0.01551026,0.825,32,243,34,1
843,6,3,410043,0,3,4,9,1,0,30,0,2.794520548,0.013931782,0.65,11,49,13,0
844,5,2,410199,1,9,0,5,1,0,120,0,4.518195051,0.212957244,0.88,151,239,10,1
845,1,1,410281,0,2,0,5,1,1,180,0,2.678200692,0.05305058,0.88,61,231,26,0
846,6,1,410573,0,1,2,9,0,0,30,0,2.565217391,0.016127925,0.675,26,229,32,0
847,4,3,410587,1,5,1,9,1,0,65,0,3.696666667,0.076041452,0.93,112,252,14,1
848,3,3,410767,0,1,0,5,0,1,90,1,3.70678337,0.232448013,0.907142857,256,262,15,1
849,3,0,410886,0,6,0,8,0,0,60,0,3.178284182,0.162651843,0.835,203,240,7,1
850,4,2,411381,1,0,0,7,0,1,90,0,3.931034483,0.00775513,0.405,9,56,24,0
851,1,1,411642,0,11,1,0,0,1,60,0,1.990825688,0.014823965,0.762857143,39,257,44,1
852,1,3,412081,0,2,0,2,1,1,60,0,3.216216216,0.024432091,0.773333333,17,233,40,1
853,5,0,412102,1,6,1,1,1,0,60,0,3.974930362,0.097865623,0.8125,84,231,20,1
854,5,0,412263,1,2,1,2,0,0,60,0,3.630522088,0.061972411,0.707142857,43,221,30,1
855,5,0,412307,0,3,0,3,0,0,60,0,3.294227188,0.121336902,0.8725,123,226,22,1
856,3,1,412618,1,5,2,5,0,0,80,0,2.324404762,0.053530986,0.905,109,233,10,1
857,3,0,412772,1,1,1,2,0,1,150,0,2.64957265,0.042481642,0.93375,84,234,12,1
858,2,3,413087,1,10,1,0,0,0,90,0,4.025316456,0.043579713,0.66,72,201,27,0
859,5,0,413705,0,7,2,4,1,2,150,0,2.033333333,0.004117768,0,3,181,177,0
860,3,0,413934,0,11,0,6,1,0,60,0,4.078817734,0.056756571,0.708,62,221,16,0
861,5,0,414258,0,6,0,9,0,0,60,0,3.076190476,0.088600645,0.572222222,137,241,40,0
862,3,0,414304,0,9,0,6,1,0,80,0,2.323170732,0.104522682,0.86,184,240,11,1
863,1,1,414350,0,0,2,4,1,1,330,1,5.245634459,0.30917576,0.858571429,179,253,8,1
864,2,3,415631,1,0,0,7,0,0,60,0,3.793103448,0.022579095,0.76,36,240,31,1
865,3,0,415695,0,8,0,6,0,0,60,0,3.614906832,0.119758424,0.572,187,74,22,0
866,1,0,415760,0,11,2,3,0,1,180,0,1.878787879,0.008441425,0.915,27,240,50,1
867,3,1,416243,0,1,0,4,0,1,60,1,2.320512821,0.024775238,0.673333333,58,234,35,1
868,6,1,416355,0,3,0,2,1,0,30,0,3.5,0.014343559,0.825,27,207,55,1
869,3,1,416500,1,7,0,8,0,0,90,0,4.114942529,0.049070071,0.505,44,206,38,0
870,2,2,416689,0,6,0,6,0,0,120,0,3.964497041,0.045913115,0.67,43,223,27,1
871,6,3,416700,1,1,2,6,0,0,30,0,2.6171875,0.022922243,0.74,54,228,27,1
872,5,1,417135,0,4,0,1,1,1,60,0,2.537037037,0.009333608,0.94,13,67,17,0
873,3,0,417410,0,5,0,0,0,1,120,0,1.875,0.006108023,0.4,7,46,18,0
874,2,3,417522,1,0,0,5,0,0,30,0,2.642201835,0.019696658,0.85,79,244,14,1
875,4,2,417547,1,8,2,8,0,0,30,0,3.887755102,0.052227026,0.773333333,84,226,12,1
876,5,1,417663,1,12,0,0,1,0,60,0,2.616847826,0.06602155,0.9375,64,235,28,1
877,1,2,417684,0,7,0,1,0,2,60,0,2.400763359,0.043099307,0.882857143,74,219,15,1
878,2,2,417820,1,3,0,8,0,0,60,0,4.080645161,0.017294626,0.873333333,21,231,42,1
879,5,1,418007,0,8,1,8,0,0,60,0,2.371428571,0.045501338,0.935,112,267,19,1
880,2,2,418224,0,2,1,9,1,0,60,0,3.967741935,0.059021344,0.735,79,226,22,0
881,2,3,418397,1,8,2,1,0,0,60,1,2.418546366,0.066158809,0.8675,223,244,18,1
882,3,1,418397,1,8,2,1,0,0,60,1,2.060185185,0.091551712,0,223,244,18,1
883,3,0,418490,1,8,0,6,1,0,60,0,2.496159754,0.222977146,0.744285714,166,239,6,1
884,2,2,418623,1,9,0,2,0,0,90,1,7.079545455,0.08544369,0.783333333,97,236,15,1
885,0,3,418731,1,2,0,6,0,0,90,0,1.913043478,0.002951067,0.48,18,228,55,0
886,3,0,418956,1,8,2,5,0,0,120,0,2.335135135,0.059227232,0.8175,97,228,11,1
