,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,vleAvBef,vleSumNorm,avAssNorm,res
2729,1,0,409662,0,0,2,5,0,0,60,0,3.136546185,0.053530985999999996,0.8214285709999999,1
2730,1,3,409708,0,0,2,7,0,2,120,0,2.382608696,0.018735845,0.696666667,1
2731,2,3,409852,0,8,2,8,1,0,60,0,3.3135593219999997,0.053599615999999996,0.5066666670000001,0
2732,1,1,409930,0,0,0,4,0,0,120,0,2.9826086960000002,0.023471278999999998,0.791428571,1
2733,5,2,409949,1,1,0,7,0,0,90,0,2.566878981,0.027589047000000002,0.5,0
2734,2,3,409953,1,11,0,2,1,0,60,0,2.4685714290000003,0.029579301000000002,0.72125,1
2735,3,1,409953,1,11,0,2,0,0,60,0,1.7408906880000001,0.029442042,0.0,1
2736,1,1,410052,0,3,0,9,1,3,60,0,2.822580645,0.011941528,0.78,1
2737,3,1,410084,1,6,0,7,0,1,60,0,2.58974359,0.0068629469999999995,0.42,0
2738,0,3,410092,0,5,0,0,1,0,60,0,3.625,0.015853407,0.643333333,1
2739,2,3,410176,0,6,0,3,0,0,30,0,2.103896104,0.011049345,0.62,0
2740,2,2,410203,0,8,1,6,1,0,30,0,3.4752851710000003,0.062658706,0.8,1
2741,1,1,410357,0,8,2,3,0,0,60,0,2.540603248,0.07508064,0.917142857,1
2742,2,2,410407,1,8,1,8,1,0,30,0,4.2352941180000006,0.20746688600000002,0.93375,1
2743,5,3,410407,1,8,1,8,1,0,60,0,4.721900348,0.27959645899999996,0.0,1
2744,1,1,410537,0,9,0,3,0,0,60,0,2.219178082,0.011049345,0.867142857,1
2745,4,3,410592,1,6,1,3,0,0,120,0,4.90248566,0.17589733,0.906666667,1
2746,5,2,410666,1,11,0,1,0,3,120,0,4.468531469,0.131494064,0.75625,0
2747,2,2,410699,1,12,1,7,0,0,30,0,2.786206897,0.027657676000000003,0.875,1
2748,1,0,410739,0,1,2,7,1,0,120,0,2.4514767930000003,0.039805092,0.7542857140000001,1
2749,4,2,410810,0,8,2,8,0,0,100,0,3.68,0.056756571,0.86,1
2750,5,1,410838,0,1,0,9,0,0,60,1,3.3033333330000003,0.135954979,0.63,1
2751,1,1,410842,0,6,0,5,0,0,60,0,2.666666667,0.019147622,0.8628571429999999,1
2752,5,0,410874,1,12,0,0,1,2,120,0,3.545138889,0.070002059,0.7275,0
2753,5,3,410883,1,9,2,6,0,0,60,0,4.107526882,0.052364285,0.852,1
2754,5,0,411013,1,4,2,1,0,1,180,0,2.44379845,0.086473132,0.8725,1
2755,3,2,411060,0,1,2,4,0,0,60,0,2.3806228369999998,0.094365521,0.6,1
2756,6,1,411105,0,8,0,9,0,0,30,0,2.4375,0.007961018,0.37,1
2757,1,0,411197,0,12,0,6,1,2,60,0,1.6507936509999999,0.007068835,1.0,0
2758,5,3,411304,0,11,0,0,0,0,60,0,2.9169054439999997,0.06979617,0.5066666670000001,1
2759,6,2,411546,0,7,2,4,0,1,60,0,1.0,0.0,0.0,0
2760,2,3,411549,0,3,0,2,0,0,120,0,4.994269341,0.119552536,0.66375,1
2761,3,3,411549,0,3,0,2,0,0,120,0,2.069767442,0.036579507000000004,0.0,0
2762,5,0,411553,0,3,4,9,1,2,180,0,3.9254385960000002,0.061354745999999995,0.85,0
2763,4,3,411619,1,2,0,5,0,0,30,0,3.1799628939999995,0.11756228099999999,0.933333333,1
2764,5,3,411688,1,3,0,7,0,2,60,0,1.0,0.0,0.0,0
2765,3,1,411707,0,5,0,5,0,1,120,0,1.5106382980000002,0.029167525,0.7775,1
2766,1,2,411895,0,0,2,0,0,3,120,0,1.6,0.001578478,0.653333333,0
2767,5,2,411939,1,8,0,3,1,2,150,0,2.5714285709999998,0.0024020310000000002,0.0,0
2768,0,3,411971,1,2,0,3,0,0,60,0,4.136585366,0.058129161,0.75,1
2769,5,0,412025,1,6,0,7,0,2,60,0,3.576923077,0.031844074,0.6025,1
2770,3,0,412063,1,10,2,6,0,0,60,0,2.568862275,0.029373412999999998,0.36125,0
2771,2,2,412258,0,7,0,6,0,0,40,0,2.58891455,0.076865006,0.9675,1
2772,2,2,412284,1,1,0,7,0,0,150,1,2.9944751380000003,0.037128543,0.95,0
2773,1,3,412343,0,6,2,9,0,0,60,1,2.772151899,0.014961223999999999,0.47,0
2774,5,3,412353,1,11,0,5,2,0,60,0,3.9775019389999997,0.351794661,0.918333333,1
2775,1,0,412407,1,7,0,2,0,1,60,0,4.101941748,0.057923272000000005,0.8642857140000001,1
2776,2,3,412600,1,0,0,3,0,0,30,0,2.697368421,0.014000412,0.515,1
2777,3,2,412600,1,0,0,3,0,1,60,0,1.986111111,0.009745385,0.0,0
2778,1,0,412654,1,6,0,1,0,1,60,0,2.908163265,0.019490768999999998,0.86,1
2779,2,3,412663,1,5,0,9,0,0,30,0,3.266129032,0.055521241,0.6525,1
2780,3,2,412663,1,5,0,9,0,0,60,0,2.31986532,0.047217075,0.0,1
2781,5,2,412695,1,11,0,9,0,0,60,0,3.486215539,0.09539496300000001,0.86,1
2782,5,1,412697,1,4,0,7,0,2,210,0,3.0,0.091757601,0.732,1
2783,3,3,412717,1,10,1,7,1,0,60,0,2.0032051280000003,0.042824789,0.815,1
2784,3,0,412731,0,3,1,4,1,0,60,0,3.0024096389999997,0.08544369,0.0,0
2785,4,1,412911,1,0,0,3,0,0,60,0,3.808510638,0.036785396,0.7333333329999999,1
2786,2,2,413083,1,12,1,0,1,0,60,0,2.129032258,0.040697275,0.32,0
2787,3,3,413087,1,10,1,0,0,0,90,0,1.356321839,0.008029648,0.0,0
2788,5,3,413180,1,3,0,5,0,1,120,0,6.405797101,0.12126827300000001,0.78625,1
2789,4,1,413190,1,0,2,2,0,0,60,0,1.0,0.0,0.0,0
2790,2,3,413200,1,7,1,9,0,0,60,0,2.638888889,0.01297097,0.66375,0
2791,5,2,413200,1,7,1,9,0,0,60,0,2.970464135,0.048246517,0.0,1
2792,1,1,413248,1,10,1,0,1,0,60,0,1.0,0.0,0.0,0
2793,5,3,413709,1,2,0,7,0,2,120,0,3.815013405,0.097591106,0.84375,1
2794,5,1,413747,1,2,2,8,1,0,60,0,4.03358209,0.074119827,0.585,0
2795,4,2,413891,1,10,0,0,0,0,30,0,4.9924812030000005,0.045501337999999995,0.46333333299999996,0
2796,5,3,413949,0,6,2,9,0,0,60,1,3.8459016389999996,0.160936106,0.7342857140000001,1
2797,5,1,413950,1,4,2,9,0,1,60,0,1.0,0.0,0.0,0
2798,1,0,413984,0,3,2,2,0,1,60,0,2.626666667,0.026971382000000002,0.835714286,1
2799,1,1,414028,0,6,0,6,1,0,60,0,2.496842105,0.081325921,0.858571429,1
2800,3,3,414094,0,7,0,2,0,0,60,1,2.668341709,0.036373618999999996,0.675,0
2801,0,1,414117,1,12,0,4,0,0,120,0,2.4437869819999998,0.028275341000000002,0.7433333329999999,1
2802,3,1,414247,0,0,0,1,0,0,180,0,2.6344086019999997,0.06718825099999999,0.7775,0
2803,5,2,414258,0,6,0,9,0,1,90,0,4.632612967,0.16175966,0.0,1
2804,1,1,414495,1,5,0,8,0,0,90,0,3.65480427,0.070413836,0.882857143,1
2805,3,0,414587,0,9,1,8,0,1,60,0,1.82122905,0.022304578,0.677142857,1
2806,6,3,414633,0,12,0,2,0,0,30,0,2.411764706,0.042138494000000006,0.833333333,1
2807,6,2,414668,1,8,0,6,0,0,30,0,4.1363636360000005,0.018667216,0.855,1
2808,6,2,414696,1,11,2,0,1,0,30,0,3.3913043480000002,0.015990666,0.8525,1
2809,3,0,414758,1,8,2,8,0,3,120,0,3.0963855419999997,0.017569144,0.7559999999999999,1
2810,2,3,414772,0,12,0,6,0,0,90,0,2.170940171,0.017363256,0.5975,1
2811,3,0,414803,0,9,0,6,0,1,120,0,2.417266187,0.022990872000000002,0.696666667,0
2812,1,0,414958,0,8,0,7,0,1,60,0,2.6488549619999997,0.023745796,0.914285714,1
2813,3,3,414963,0,0,0,5,0,0,60,0,2.217391304,0.059433121,0.74,1
2814,3,2,415151,1,1,2,9,0,2,120,1,1.8248175180000001,0.017088738,0.495,0
2815,1,1,415216,0,9,0,8,0,0,60,0,1.8533333330000001,0.009470867,0.665714286,1
2816,1,2,415298,0,7,2,4,0,1,120,0,1.0,0.0,0.0,0
2817,6,3,415307,0,9,2,3,0,0,30,1,2.7,0.0017843660000000001,0.0,0
2818,6,2,415399,1,0,2,6,0,1,60,0,2.661016949,0.010706196999999999,0.0,0
2819,1,1,415546,0,2,1,8,0,0,60,0,2.193548387,0.013931782,0.58,0
2820,3,2,415695,0,8,0,6,0,1,120,0,3.3118279569999998,0.021069247000000003,0.0,0
2821,1,0,415716,0,9,0,5,1,0,60,0,2.6455223880000003,0.048589664000000005,0.8514285709999999,1
2822,6,2,415818,0,11,2,9,1,0,30,0,2.5,0.0037059909999999996,0.695,1
2823,5,0,415952,1,12,2,7,0,0,120,0,4.651041667,0.061217487,0.7,1
2824,0,3,415969,1,11,1,0,1,1,60,0,1.5,0.00384325,0.596666667,0
2825,5,0,415988,1,3,3,0,0,1,120,0,3.488706366,0.116532839,0.668333333,0
2826,1,0,416007,0,6,0,6,0,2,120,0,2.69476082,0.081120033,0.806666667,1
2827,3,0,416008,1,6,2,0,0,0,60,0,2.080139373,0.040903164,0.659166667,0
2828,3,2,416008,1,6,2,0,0,1,60,0,2.0533333330000003,0.021069247000000003,0.0,1
2829,5,3,416199,1,11,2,9,0,1,60,0,4.270125224,0.163749914,0.7885714290000001,1
2830,5,0,416229,1,4,0,7,0,0,90,0,4.530487805,0.10191476199999999,0.7625,1
2831,2,3,416284,1,6,1,6,0,0,90,0,3.3939393939999998,0.015304372,0.735,0
2832,5,2,416302,1,0,0,8,0,0,60,1,6.479048698,0.392560566,0.808571429,1
2833,5,1,416304,1,0,1,5,0,0,120,0,3.220630372,0.077070894,0.7575,1
2834,1,0,416314,1,4,2,9,0,0,60,0,2.8196721310000004,0.023539908,0.656666667,0
2835,5,3,416407,1,4,2,5,1,1,60,0,3.6065573769999997,0.105620754,0.81,1
2836,4,1,416420,1,6,1,1,0,0,30,0,3.954110899,0.141857113,0.826666667,1
2837,1,0,416654,0,6,0,4,1,0,60,0,2.13760218,0.10761100800000001,0.81,1
2838,5,0,416725,1,8,0,2,0,1,60,0,4.087649402,0.211172878,0.885,1
2839,6,2,417096,0,7,2,5,1,0,30,0,3.9142857139999996,0.056344794000000004,0.8175,1
2840,5,2,417184,1,8,0,9,1,0,60,0,4.534653465,0.125660559,0.74,1
2841,6,1,417220,0,3,0,1,0,0,30,1,2.25,0.001166701,0.0,0
2842,3,0,417242,0,3,2,5,1,0,60,0,2.087912088,0.039050167999999996,0.80375,1
2843,1,2,417263,0,0,0,4,1,0,60,0,3.043478261,0.038363873,0.828571429,1
2844,5,1,417414,1,3,1,2,0,1,90,0,3.343157895,0.108914968,0.653333333,1
2845,1,0,417462,0,11,0,3,0,1,60,0,1.6,0.001029442,0.725,0
2846,1,1,417657,0,6,0,5,0,0,60,0,2.314606742,0.014069041000000001,0.71,0
2847,2,3,417724,1,0,2,6,0,0,30,1,3.7364341089999997,0.033010775,0.85,1
2848,4,1,417724,1,0,2,6,0,0,30,1,3.507614213,0.047354334000000005,0.0,1
2849,1,1,417785,0,5,0,5,1,1,120,0,1.0,6.86e-05,0.86,0
2850,5,2,417805,1,10,1,1,1,1,120,0,1.0,0.0,0.0,0
2851,1,3,417986,0,7,2,2,0,0,60,0,5.1040723980000005,0.077345412,0.446666667,1
2852,6,1,418032,0,8,0,5,1,0,30,0,5.071428571,0.014549448000000001,0.7333333329999999,1
2853,4,3,418035,1,3,2,9,1,0,30,1,2.9330708660000004,0.051060325,0.7433333329999999,1
2854,1,3,418077,0,6,1,3,0,0,60,0,3.0266666669999998,0.03108915,0.8633333329999999,1
2855,3,0,418122,1,11,0,2,1,0,60,0,2.3201754390000002,0.03623636,0.794285714,1
2856,5,3,418201,1,11,0,0,0,0,60,0,4.469083156,0.14377873900000002,0.845,0
2857,4,3,418216,1,8,2,9,0,0,40,0,3.21719457,0.048726923,0.926666667,1
2858,5,2,418218,1,3,2,0,0,0,60,0,5.282828283,0.179397433,0.6477777779999999,1
2859,1,0,418325,0,12,2,0,0,0,60,0,3.9397590360000003,0.06725688,0.825714286,1
2860,5,1,418340,0,6,1,1,0,0,60,0,2.9358974360000003,0.015647519,0.66,0
2861,3,2,418453,0,4,0,2,0,1,60,0,2.397790055,0.08928694,0.9075,1
2862,5,0,418634,0,12,2,6,1,1,120,0,4.715805471,0.21288861399999998,0.846666667,1
2863,3,2,418781,1,11,2,5,0,2,120,0,2.577319588,0.034246105,0.7533333329999999,1
2864,4,1,418900,1,4,0,1,0,0,180,0,3.449367089,0.037334431,0.726666667,1
2865,2,3,418971,1,1,2,3,0,1,60,0,2.318681319,0.014412188999999999,0.725,0
2866,5,0,418998,1,4,0,1,0,0,120,0,3.515037594,0.064099925,0.63,1
2867,5,1,419024,0,2,0,0,0,0,60,0,4.348148148,0.201358863,0.675,1
2868,3,1,419192,1,0,0,2,0,0,60,1,1.5,0.007549241999999999,0.5225,1
2869,4,1,419223,1,6,0,0,0,0,60,0,4.84137931,0.09628714599999999,0.906666667,1
2870,3,0,419273,0,6,2,6,0,0,60,0,3.3551724139999997,0.066707844,0.66625,0
2871,5,2,419284,1,9,1,4,0,0,90,0,5.0,0.144396404,0.828,1
2872,5,1,419565,1,0,2,9,1,1,180,0,6.310344828,0.012490563,0.425,0
2873,5,0,419791,0,4,0,0,0,0,60,0,4.667326733,0.16169103,0.9,1
2874,3,3,419913,1,12,0,8,0,0,120,0,2.7358778630000002,0.12291538,0.7775,1
2875,5,0,419946,1,3,1,5,0,0,210,0,2.9411764710000003,0.030814632,0.7175,1
2876,5,1,419990,1,5,0,8,0,0,60,0,4.267912773,0.093953744,0.772,1
2877,2,3,420042,0,12,1,3,1,0,120,0,3.508064516,0.08949282800000001,0.85,1
2878,0,1,420087,1,6,0,3,0,0,60,1,2.552,0.021824171,0.76,0
2879,3,3,420141,0,3,0,1,0,0,90,0,2.150537634,0.054834945999999996,0.8875,1
2880,1,1,420163,0,9,1,3,1,0,120,0,2.807291667,0.036922655,0.804285714,1
2881,4,2,420333,0,7,2,7,1,0,30,0,4.781065089,0.11083659300000001,0.7,1
2882,2,2,420345,1,1,2,0,0,0,60,0,3.1875,0.0349324,0.75,1
2883,2,2,420528,1,2,0,6,1,0,90,0,2.515283843,0.078992519,0.93,1
2884,1,0,420604,0,6,0,5,1,2,120,0,2.245283019,0.008098277,0.81,0
2885,1,2,420663,0,7,2,7,0,1,60,0,2.077777778,0.012765081000000001,0.7414285709999999,1
2886,5,0,420699,1,2,0,2,1,0,60,0,3.221568627,0.225447807,0.76,1
2887,1,1,420724,0,9,2,7,1,1,60,0,3.217391304,0.0050099509999999995,0.794,0
2888,5,0,420894,1,7,0,2,0,2,120,0,3.628803245,0.12270949099999999,0.648333333,1
2889,1,1,421018,0,11,1,0,0,0,60,0,2.666666667,0.003225585,0.6875,1
2890,2,3,421111,1,1,2,3,0,0,30,0,3.407407407,0.012559193,0.47666666700000004,0
2891,4,2,421111,1,1,2,3,0,0,60,0,5.104895105,0.050030883,0.0,1
2892,5,2,421179,1,11,2,1,0,0,60,1,3.674603175,0.063482259,0.716666667,0
2893,3,3,421185,0,2,0,4,0,1,60,0,2.402298851,0.01427493,0.7125,1
2894,1,0,421205,0,10,2,6,0,0,180,0,2.133333333,0.015304372,0.665,0
2895,2,2,421209,0,3,1,1,0,0,60,1,3.550632911,0.038432503,0.786666667,1
2896,1,2,421326,0,10,2,9,0,0,120,0,2.4285714290000002,0.003431473,0.73,0
2897,0,3,421455,0,4,0,4,0,0,60,0,3.0134048260000004,0.077070894,0.796666667,1
2898,1,2,421992,0,0,2,0,0,2,60,0,3.923497268,0.04920733,0.8666666670000001,0
2899,5,1,422006,0,3,2,4,0,0,120,0,3.047619048,0.043854230999999994,0.806666667,1
2900,5,0,422061,1,8,1,8,0,0,90,0,2.911764706,0.047491593,0.715,1
2901,1,0,422070,0,1,0,4,0,1,90,0,2.276315789,0.011804269,0.7333333329999999,0
2902,5,0,422087,1,6,2,8,0,0,60,0,3.311435523,0.18674078600000002,0.87,1
2903,3,0,422164,1,6,0,8,0,0,90,0,2.333333333,0.013382747,0.55,0
2904,1,1,422223,0,7,0,3,0,3,60,0,1.8666666669999998,0.001852996,0.8666666670000001,0
2905,3,1,422276,0,5,2,0,0,1,100,0,2.076923077,0.009196349,0.8,1
2906,5,0,422340,0,3,1,2,1,1,60,0,3.215246637,0.196760689,0.943333333,1
2907,2,3,422343,1,9,1,5,0,0,90,0,3.472972973,0.035206918,0.8175,1
2908,3,3,422343,1,9,1,5,0,0,90,0,1.735042735,0.013863153000000001,0.0,1
2909,1,1,422479,0,7,2,8,0,1,120,0,2.1796875,0.019078993,0.901428571,1
2910,3,1,422534,1,11,2,5,0,0,60,0,3.583892617,0.036579507000000004,0.7575,0
2911,2,3,422542,1,2,1,7,1,0,60,0,2.685185185,0.019833917,0.5575,0
2912,5,2,422626,0,9,0,2,1,0,180,0,4.2874692869999995,0.119689795,0.66,1
2913,5,2,422697,1,0,0,1,1,0,60,0,5.171291866000001,0.370805024,0.855,1
2914,3,0,422768,0,1,0,5,0,0,60,0,2.7288135589999998,0.066227438,0.73,1
2915,3,0,423061,1,10,1,3,1,2,120,0,3.0909090910000003,0.018598586,0.89,0
2916,1,0,423314,1,0,0,2,1,0,60,0,2.133333333,0.019696658,0.693333333,0
2917,1,3,423398,0,6,1,9,0,0,60,0,3.038647343,0.08626724300000001,0.52,1
2918,5,3,423488,1,10,2,4,0,0,60,0,4.755395683,0.090659529,0.783333333,0
2919,2,3,423607,1,11,2,5,1,1,30,0,4.15625,0.082080846,0.735,0
2920,2,3,423622,1,6,0,5,0,0,120,1,2.056603774,0.0074119830000000005,0.665,0
2921,5,2,423648,1,2,2,4,0,1,90,0,2.333333333,0.006657059,0.78,0
2922,1,2,423652,0,0,2,6,0,0,120,1,1.955555556,0.012010156999999999,0.8757142859999999,1
2923,2,3,423664,1,9,0,7,0,0,30,0,2.729166667,0.017912292,0.605,0
2924,3,0,423757,1,9,0,8,0,0,60,0,2.593442623,0.054217281,0.64625,0
2925,5,3,423781,1,9,0,8,0,0,90,0,4.10230179,0.11001304,0.792857143,1
2926,1,0,423871,0,12,0,0,0,0,90,0,5.865612648,0.40731590100000004,0.8857142859999999,1
2927,3,1,423876,1,1,4,5,1,1,60,0,3.254545455,0.012216046000000001,0.556666667,0
2928,2,2,423879,1,8,0,3,1,0,30,0,5.037735849,0.164847986,0.96,1
2929,5,0,423985,1,3,0,0,0,1,210,0,5.43956044,0.033902958,0.6466666670000001,0
2930,1,2,424014,0,6,2,7,1,2,120,0,3.24796748,0.054766317,0.8542857140000001,1
2931,2,2,424082,1,6,1,6,0,0,30,0,3.6215139439999997,0.062315558,0.72,1
2932,2,2,424112,0,2,0,6,0,0,60,0,3.459854015,0.032461738999999996,0.785,1
2933,5,1,424171,1,8,0,5,0,0,90,0,3.586912065,0.12030746,0.612,1
2934,3,3,424211,1,3,0,7,1,0,60,1,1.9755351680000002,0.044266007999999996,0.6425,1
2935,1,3,424220,1,7,0,8,0,0,120,0,3.6685393260000003,0.044746414000000005,0.703333333,1
2936,5,1,424437,0,3,0,3,0,0,120,0,3.5,0.17479925899999998,0.848333333,1
2937,1,1,424539,0,11,2,0,0,2,120,0,1.9764705880000002,0.011461121000000001,0.697142857,1
2938,5,0,424544,1,12,0,6,0,0,210,0,4.441295547,0.075217899,0.6675,0
2939,0,3,424577,1,3,1,9,0,0,120,0,4.419047619,0.12730766599999999,0.653333333,1
2940,1,1,424637,0,11,1,0,1,2,60,0,2.9411764710000003,0.006794316999999999,0.8340000000000001,0
2941,1,2,424863,0,2,2,5,0,4,120,0,2.133333333,0.004323657,0.6,0
2942,3,2,424880,0,0,0,5,1,1,150,0,2.272237197,0.057786013,0.68,1
2943,2,2,424950,1,11,2,7,0,0,45,0,3.693333333,0.018941734,0.8075,1
2944,4,3,425053,0,6,0,4,0,0,60,1,4.8888888889999995,0.051266214000000004,0.0,0
2945,3,0,425136,1,10,2,1,0,0,60,0,2.176470588,0.007549241999999999,0.08,0
2946,5,1,425218,1,0,1,8,0,0,60,0,5.832669322999999,0.100404914,0.7240000000000001,0
2947,4,1,425274,1,4,2,2,0,0,90,0,2.4417475730000002,0.034451994,0.55,1
2948,2,3,425287,1,3,4,2,1,1,90,0,2.952380952,0.016951479,0.567142857,1
2949,5,2,425332,1,7,0,1,1,1,60,1,4.92936803,0.09093404699999999,0.83,0
2950,4,1,425714,1,8,2,9,0,0,60,0,3.762295082,0.031432297000000005,0.66,0
2951,1,0,425747,0,3,0,2,0,1,120,0,3.4444444439999997,0.002058884,0.0,0
2952,5,0,425748,1,0,0,8,0,0,60,0,4.774025974,0.126072335,0.7725,0
2953,1,3,425772,0,12,2,9,0,0,120,0,2.64516129,0.022441837000000003,0.39666666700000003,1
2954,1,0,425820,0,6,0,5,0,0,60,0,2.943452381,0.067805916,0.82,1
2955,3,3,425910,0,3,2,6,1,0,60,0,2.165289256,0.035893213,0.72,0
2956,5,0,425997,1,11,2,1,1,0,120,0,5.753824757,0.28385148600000004,0.601666667,0
2957,3,2,426297,0,0,2,6,0,0,60,0,2.557951482,0.06506073700000001,0.8575,1
2958,4,2,426316,1,6,1,3,0,0,60,0,5.417808218999999,0.054217281,0.906666667,1
2959,1,1,426458,0,10,2,2,0,0,180,0,3.267857143,0.025049756,0.8,1
2960,5,0,426465,0,12,2,9,1,0,60,0,5.323834197,0.42303205,0.8422222220000001,1
2961,6,2,426547,0,8,0,3,1,0,30,1,2.782608696,0.026285087000000002,0.8,1
2962,2,2,426610,0,6,0,4,0,0,120,1,5.788043478,0.073021756,0.81,1
2963,4,2,426616,0,6,1,8,0,0,60,1,3.550943396,0.06451170099999999,0.0,1
2964,1,3,426624,0,11,2,8,0,0,60,0,4.163265306,0.041932606000000004,0.893333333,1
2965,6,1,426736,0,0,2,0,0,0,30,0,2.575757576,0.01159838,0.74,0
2966,1,0,426838,0,0,2,9,0,0,60,0,2.427807487,0.03108915,0.8514285709999999,1
2967,3,0,426871,1,7,2,7,0,1,60,0,3.079947575,0.161210624,0.90625,1
2968,3,1,426887,0,6,0,1,1,0,60,0,2.64321608,0.10822867300000001,0.88,1
2969,5,3,427256,1,8,4,8,1,0,120,0,4.601366743,0.13856289900000002,0.9,1
2970,3,1,427344,0,1,0,2,0,0,60,0,2.605633803,0.012627822,0.345,0
2971,5,0,427348,1,6,1,9,1,0,60,0,3.470394737,0.144739551,0.778333333,1
2972,2,3,427390,1,4,2,4,0,0,120,0,4.023923445,0.057648754,0.795,0
2973,2,3,427413,1,6,1,3,0,0,60,0,2.894736842,0.060325304,0.812857143,0
2974,4,1,427413,1,6,1,3,0,0,30,0,3.633766234,0.095943998,0.0,1
2975,1,0,427536,0,3,1,1,1,0,120,0,2.232365145,0.036854025,0.7657142859999999,1
2976,1,0,427704,1,11,2,0,1,0,120,1,2.4727272730000003,0.018598586,0.7985714290000001,1
2977,1,0,427773,0,3,0,7,0,0,120,0,2.47008547,0.019765287,0.7428571429999999,1
2978,5,1,427802,0,7,0,3,0,0,150,1,3.712543554,0.14618077,0.64,1
2979,1,1,427921,0,11,2,9,0,0,60,0,4.18783542,0.160592959,0.8214285709999999,1
2980,3,3,428116,0,4,0,4,0,1,60,0,1.91011236,0.01159838,0.685,1
2981,5,0,428142,0,6,2,2,0,0,90,0,2.8161764710000003,0.052501544000000004,0.81,1
2982,5,1,428195,1,10,2,6,0,1,60,0,3.415384615,0.015167113000000001,0.46,0
2983,6,1,428301,1,5,0,0,0,0,30,0,1.0,0.0,0.0,1
2984,3,1,428321,0,10,2,7,0,1,60,0,2.8936170210000003,0.009264978,0.24,0
2985,1,1,428323,0,10,0,2,1,0,120,0,2.2707182319999997,0.028138082000000002,0.8842857140000001,1
2986,5,0,428641,1,6,0,3,0,0,60,0,4.078239609,0.114405326,0.901666667,1
2987,1,1,428653,1,11,2,1,0,0,120,0,1.858267717,0.016127925,0.791428571,1
2988,3,2,428769,1,4,0,3,0,1,120,0,3.105263158,0.012078786999999999,0.745,0
2989,5,0,428979,1,0,1,6,0,1,150,0,3.233766234,0.017020108,0.74,1
2990,6,3,429004,1,8,0,7,1,0,30,0,2.226415094,0.016127925,0.6,1
2991,2,3,429015,1,2,0,2,0,0,60,0,5.789473684,0.037677578999999996,0.6825,1
2992,5,2,429015,1,2,0,2,0,0,60,0,2.326693227,0.040010981,0.0,1
2993,1,0,429038,0,5,2,9,1,0,60,0,2.625,0.015784778,0.804,1
2994,2,2,429065,1,6,2,6,1,0,30,0,3.0165289260000003,0.050030883,0.645,0
2995,1,2,429099,0,12,0,3,0,2,90,0,2.033492823,0.029098895,0.8871428570000001,1
2996,5,0,429162,1,2,0,0,0,1,120,0,2.3728813559999997,0.019147622,0.96,0
2997,2,2,429185,0,4,0,1,0,0,90,0,3.3219178080000002,0.09978724900000001,0.9875,1
2998,3,1,429212,1,9,1,4,0,0,60,0,2.66969697,0.060393933,0.6375,1
2999,1,2,429417,1,6,2,2,1,0,60,0,1.827868852,0.030540114,0.837142857,1
3000,1,0,429494,0,1,2,1,0,2,240,0,3.212765957,0.01029442,0.933333333,0
3001,1,1,429610,0,0,2,4,1,0,60,0,2.909574468,0.07501201,0.92,1
3002,5,1,429832,1,2,1,3,0,1,60,0,3.285333333,0.084482877,0.558571429,0
3003,5,3,429832,1,2,1,9,0,2,90,0,2.5066666669999997,0.012833711000000001,0.0,0
3004,3,0,429833,0,0,2,5,0,0,60,0,2.356020942,0.030814632,0.5275,0
3005,0,3,429858,1,2,2,0,0,0,300,0,2.5238095240000002,0.0072060940000000006,0.826666667,1
3006,1,2,430002,1,8,2,1,0,0,60,0,3.266666667,0.003294215,0.0,0
3007,2,3,430020,1,3,0,9,0,0,90,0,3.263888889,0.016059296,0.66,0
3008,1,0,430357,0,12,0,0,0,2,120,0,3.23715415,0.056138905999999995,0.571428571,0
3009,1,1,430392,0,7,2,1,1,1,60,0,2.6,0.013314117,0.737142857,1
3010,5,2,430516,1,1,2,9,1,0,60,0,3.9526315789999997,0.051472102,0.7466666670000001,0
3011,2,2,430686,1,11,0,3,0,0,90,0,2.218181818,0.041795347000000004,0.5825,1
3012,4,1,431014,1,0,0,4,0,0,60,0,3.916256158,0.054491799,0.0,0
3013,1,1,431071,0,2,2,9,0,2,120,0,1.0,0.0,0.741818182,0
3014,3,3,431136,1,10,0,9,0,2,60,0,3.826086957,0.024088943999999998,0.315714286,0
3015,5,3,431139,1,4,2,0,0,0,120,0,3.2087912089999997,0.080090591,0.796666667,1
3016,2,2,431386,1,0,0,8,0,0,60,0,4.171428571,0.009951273,0.9225,1
3017,4,2,431386,1,0,0,8,0,0,60,0,3.857142857,0.0017843660000000001,0.0,0
3018,3,2,431406,0,9,0,2,0,0,60,0,2.129909366,0.048315147,0.9275,1
3019,5,2,431987,1,5,0,2,0,1,120,0,6.592409241,0.548280832,0.936666667,1
3020,1,0,432004,0,3,1,3,0,0,120,0,2.148148148,0.00391188,0.265,0
3021,1,1,432144,0,7,0,5,0,0,60,0,2.1420118340000003,0.049619105999999996,0.88,1
3022,5,0,432222,1,7,0,6,1,1,60,0,4.834658188,0.20863358699999998,0.7075,1
3023,1,0,432232,0,8,1,7,0,0,60,0,1.747368421,0.011323861999999999,0.674285714,1
3024,5,1,432336,1,5,2,0,0,0,120,0,4.025454545,0.075904193,0.64875,0
3025,2,3,432478,1,2,0,4,1,0,30,0,2.8636363639999995,0.021549653,0.56,0
